fo_player_id,key,name,team,pos,age,risk,bye,fpts
JonesSea14$,Seantavius Jones|NO|WR,Seantavius Jones,NO,WR,23,Red,11,30.0
PattersonCor13,Cordarrelle Patterson|MIN|WR,Cordarrelle Patterson,MIN,WR,24,Blue,5,30.0
MorganJos11,Joseph Morgan|NO|WR,Joseph Morgan,NO,WR,27,Red,11,30.0
McCownJos02,Josh McCown|CLE|QB,Josh McCown,CLE,QB,36,Yellow,11,199.0
JonesJac07,Jacoby Jones|SD|WR,Jacoby Jones,SD,WR,31,Green,10,29.0
NicksHak09,Hakeem Nicks|TEN|WR,Hakeem Nicks,TEN,WR,27,Green,4,28.0
AvantJas06,Jason Avant|KC|WR,Jason Avant,KC,WR,32,Green,9,28.0
GreeneRas15,Rashad Greene|JAC|WR,Rashad Greene,JAC,WR,23,Yellow,8,27.0
CampanaroMic14,Michael Campanaro|BAL|WR,Michael Campanaro,BAL,WR,24,Green,9,27.0
SmithDev15,Devin Smith|NYJ|WR,Devin Smith,NYJ,WR,23,Yellow,5,26.0
MurphyLou09,Louis Murphy|TB|WR,Louis Murphy,TB,WR,28,Green,6,25.0
CasselMat05,Matt Cassel|BUF|QB,Matt Cassel,BUF,QB,33,Red,8,193.0
AmendolaDan08,Danny Amendola|NE|WR,Danny Amendola,NE,WR,30,Green,4,23.0
BenjaminTra12,Travis Benjamin|CLE|WR,Travis Benjamin,CLE,WR,26,Green,11,23.0
ThompkinsKen13,Kenbrell Thompkins|OAK|WR,Kenbrell Thompkins,OAK,WR,27,Yellow,6,22.0
BrownCor14,Philly Brown|CAR|WR,Philly Brown,CAR,WR,24,Blue,5,22.0
RichardsonPau14,Paul Richardson|SEA|WR,Paul Richardson,SEA,WR,23,Red,9,22.0
HuffJos14,Josh Huff|PHI|WR,Josh Huff,PHI,WR,24,Green,8,22.0
ParkerPre10,Preston Parker|NYG|WR,Preston Parker,NYG,WR,28,Green,11,22.0
LocketteRic11,Ricardo Lockette|SEA|WR,Ricardo Lockette,SEA,WR,29,Green,9,22.0
GoodwinMar13,Marquise Goodwin|BUF|WR,Marquise Goodwin,BUF,WR,25,Green,8,21.0
InmanDon11,Dontrelle Inman|SD|WR,Dontrelle Inman,SD,WR,26,Green,10,20.0
DiggsSte15,Stefon Diggs|MIN|WR,Stefon Diggs,MIN,WR,22,Yellow,5,20.0
JenkinsA.J12,A.J. Jenkins|DAL|WR,A.J. Jenkins,DAL,WR,26,Red,6,19.0
